row,sen_number,participant
622,2025SIR0007500,ERO Chicago
622,2025SIR0007500,ICE Health Service Corps (IHSC)
622,2025SIR0007500,Boone County Jail (BCJ)
623,2025SIR0007605,ERO Miami
623,2025SIR0007605,Krome Service Processing Center (KSPC)
624,2025SIRO007704,ERO Harlingen
624,2025SIRO007704,El Valle Detention Facility (EVDF)
625,2025SIRO007722,ERO Philadelphia
625,2025SIRO007722,Moshannon Valley Processing Center (MVPC)
626,2025SIR0007734,ERO San Antonio
626,2025SIR0007734,ICE Health Service Corps (IHSC)
626,2025SIR0007734,South Texas ICE Processing Center (STIPC)
627,2025SIR0007821,ERO New Orleans
627,2025SIR0007821,HSI Houston
627,2025SIR0007821,Alexandria Staging Facility (ASF)
628,2025SIR0007818,ERO New York
628,2025SIR0007818,ICE Health Service Corps (IHSC)
628,2025SIR0007818,Nassau County Jail (NCJ)
629,2025SIR0007824,ERO Seattle
629,2025SIR0007824,ICE Health Service Corps (IHSC)
629,2025SIR0007824,Northwest ICE Processing Center (NWPIC)
630,2025SIRO007890,ERO Harlingen
630,2025SIRO007890,El Valle Detention Facility (EVDF)
631,2025SIR0007921,ERO El Paso
631,2025SIR0007921,ICE Health Service Corps (IHSC)
631,2025SIR0007921,Torrance County Detention Facility (TCDF)
632,2025SIR0007951,ERO Miami
632,2025SIR0007951,Krome Service Processing Center (KSPC)
633,2025SIRO007936,ERO Phoenix
633,2025SIRO007936,Eloy Detention Center (EDC)
634,2025SIR0007963,ERO Dallas
634,2025SIR0007963,Cimarron Correctional Facility (CCF)
635,2025SIR0007982,ERO El Paso
635,2025SIR0007982,ERO Albuquerque
635,2025SIR0007982,Cibola County Correctional Center (CCCC)
636,2025SIRO007955,ERO Miami
636,2025SIRO007955,ICE Health Service Corps (IHSC)
636,2025SIRO007955,Krome Service Processing Center (KSPC)
637,2025SIR0008025,ERO New Orleans
637,2025SIR0008025,Central Louisiana ICE Correctional Center (CLIPC)
638,2025SIR0008056,ERO Detroit
638,2025SIR0008056,ICE Health Service Corps (IHSC)
638,2025SIR0008056,Calhoun County Jail (CCJ)
639,2025SIR0008092,ERO Harlingen
639,2025SIR0008092,Port Isabel Detention Center (PIDC)
640,2025SIR0008033,ERO Philadelphia
640,2025SIR0008033,Moshannon Valley Processing Center (MVPC)
641,2025SIR0008034,ERO St Paul
641,2025SIR0008034,ICE Health Service Corps (IHSC)
641,2025SIR0008034,Sherburne County Jail (SCJ)
642,2025SIR0008178,ERO El Paso
642,2025SIR0008178,ERO Albuquerque
642,2025SIR0008178,Torrance County Detention Facility (TCDF)
643,2025SIR0008148,ERO Harlingen
643,2025SIR0008148,ICE Health Service Corps (IHSC)
643,2025SIR0008148,Port Isabel Detention Center (PIDC)
644,2025SIR0008153,ERO San Antonio
644,2025SIR0008153,ICE Health Service Corps (IHSC)
644,2025SIR0008153,T. Don Hutto Detention Center (TDHDC)
645,2025SIRO008280,ERO Philadelphia
645,2025SIRO008280,Moshannon Valley Processing Center (MVPC)
646,2025SIR00083732 / 2025SIR0008377 / 2025SIR0008378,ERO San Francisco
646,2025SIR00083732 / 2025SIR0008377 / 2025SIR0008378,Federal Detention Center (FDC)
647,2025SIR0008383,ERO Miami
647,2025SIR0008383,Bureau of Prisons (BOP)
647,2025SIR0008383,Federal Detention Center (FDC)
648,2025SIR0008392,ERO Miami
648,2025SIR0008392,ICE Health Service Corps (IHSC)
648,2025SIR0008392,Krome Service Processing Center (KSPC)
649,2025SIR0008395,ERO Miami
649,2025SIR0008395,ICE Health Service Corps (IHSC)
649,2025SIR0008395,Krome Service Processing Center (KSPC)
650,2025SIR0008455,ERO El Paso
650,2025SIR0008455,ICE Health Service Corps (IHSC)
650,2025SIR0008455,Otero County Processing Center (OCPC)
651,2025SIR0008368,ERO New York
651,2025SIR0008368,ICE Health Service Corps (IHSC)
651,2025SIR0008368,Nassau County Jail (NCJ)
652,2025SIR0008448,ERO Philadelphia
652,2025SIR0008448,Moshannon Valley Processing Center (MVPC)
653,2025SIR0008434,ERO Phoenix
653,2025SIR0008434,Eloy Detention Center (EDC)
654,2025SIRO008499,ERO El Paso
654,2025SIRO008499,ICE Health Service Corps (IHSC)
654,2025SIRO008499,El Paso Processing Center (EPC)
655,2025SIR0008471,ERO San Antonio
655,2025SIR0008471,T. Don Hutto Detention Center (TDHDC)
655,2025SIR0008471,South Texas ICE Processing Center (STIPC)
655,2025SIR0008471,ICE Health Service Corps (IHSC)
656,2025SIR0008556,ERO Atlanta
656,2025SIR0008556,Stewart Detention Center (SDC)
657,2025SIR0008678,ERO Detroit
657,2025SIR0008678,Northeast Ohio Correctional Center (NEOCC)
658,2025SIR0008751,ERO Harlingen
658,2025SIR0008751,El Valle Detention Facility (EVDF)
659,2025SIRO008805,ERO Miami
659,2025SIRO008805,ICE Health Service Corps (IHSC)
659,2025SIRO008805,Krome Service Processing Center (KSPC)
660,2025SIR0008820,ERO Miami
660,2025SIR0008820,ICE Health Service Corps (IHSC)
660,2025SIR0008820,Krome Service Processing Center (KSPC)
661,2025SIR0008782,ERO Phoenix
661,2025SIR0008782,Central Arizona Florence Correctional Complex (CAFCC)
662,2025SIR0008813,ERO Seattle
662,2025SIR0008813,Northwest ICE Processing Center (NWPIC)
663,2025SIR0008848,ERO El Paso
663,2025SIR0008848,ICE Health Service Corps (IHSC)
663,2025SIR0008848,El Paso Processing Center (EPC)
664,2025SIR0008835,ERO Miami
664,2025SIR0008835,ICE Health Service Corps (IHSC)
664,2025SIR0008835,Krome Service Processing Center (KSPC)
665,2025SIR0008855,ERO Detroit
665,2025SIR0008855,ICE Health Service Corps (IHSC)
665,2025SIR0008855,St. Clair County Jail (SCCJ)
666,2025SIR0008866,ERO Miami
666,2025SIR0008866,ICE Health Service Corps (IHSC)
666,2025SIR0008866,Krome Service Processing Center (KSPC)
667,2025SIR0008941,ERO Washington D.C.
667,2025SIR0008941,Caroline Detention Facility (CDF)
668,2025SIR0009080,ERO Harlingen
668,2025SIR0009080,El Valle Detention Facility (EVDF)
669,2025SIR0009101,ERO Phoenix
669,2025SIR0009101,ICE Health Service Corps (IHSC)
669,2025SIR0009101,Eloy Detention Center (EDC)
670,2025SIR0009038,ERO San Antonio
670,2025SIR0009038,South Texas ICE Processing Center (STIPC)
670,2025SIR0009038,ICE Health Service Corps (IHSC)
671,2025SIR0009075,ERO San Antonio
671,2025SIR0009075,South Texas ICE Processing Center (STIPC)
671,2025SIR0009075,ICE Health Service Corps (IHSC)
672,2025SIR0009106,ERO Miami
672,2025SIR0009106,Broward Transitional Center (BTC)
673,2025SIR0009251,ERO Harlingen
673,2025SIR0009251,El Valle Detention Facility (EVDF)
674,2025SIR0009267,ERO Miami
674,2025SIR0009267,ICE Health Service Corps (IHSC)
674,2025SIR0009267,Krome Service Processing Center (KSPC)
675,2025SIR0009227,ERO San Francisco
675,2025SIR0009227,ICE Health Service Corps (IHSC)
675,2025SIR0009227,Golden State Annex (GSA)
676,2025SIRO009272,ERO Dallas
676,2025SIRO009272,Cimarron Correctional Facility (CCF)
677,2025SIRO009295,ERO Dallas
677,2025SIRO009295,Prairieland Detention Center (PDC)
678,2025SIR0009291,ERO Miami
678,2025SIR0009291,ICE Health Service Corps (IHSC)
678,2025SIR0009291,Krome Service Processing Center (KSPC)
679,2025SIR0009300,ERO Philadelphia
679,2025SIR0009300,Moshannon Valley Processing Center (MVPC)
680,2025SIR0009275,ERO San Antonio
680,2025SIR0009275,ICE Health Service Corps (IHSC)
680,2025SIR0009275,South Texas ICE Processing Center (STIPC)
681,2025SIR0009314,ERO Harlingen
681,2025SIR0009314,El Valle Detention Facility (EVDF)
682,2025SIRO009327,ERO Seattle
682,2025SIRO009327,ICE Health Service Corps (IHSC)
682,2025SIRO009327,Northwest ICE Processing Center (NWPIC)
683,2025SIRO009355,ERO Atlanta
683,2025SIRO009355,Stewart Detention Center (SDC)
684,2025SIR0009461,ERO Chicago
684,2025SIR0009461,ICE Health Service Corps (IHSC)
684,2025SIR0009461,Boone County Jail (BCJ)
685,2025SIRO009424,ERO Houston
685,2025SIRO009424,ICE Health Service Corps (IHSC)
685,2025SIRO009424,Montgomery Processing Center (MPC)
686,2025SIR0009389,ERO Philadelphia
686,2025SIR0009389,Moshannon Valley Processing Center (MVPC)
687,2025SIR0009563,ERO Dallas
687,2025SIR0009563,Bluebonnet Detention Center (BBDC)
688,2025SIR0009751,ERO Dallas
688,2025SIR0009751,Cimarron Correctional Facility (CCF)
689,2025SIR0009630,ERO Atlanta
689,2025SIR0009630,Stewart Detention Center (SDC)
690,2025SIR0009624,ERO San Antonio
690,2025SIR0009624,ICE Health Service Corps (IHSC)
690,2025SIR0009624,T. Don Hutto Detention Center (TDHDC)
691,2025SIR0019735/ 2025SIR0019736,ERO Harlingen
691,2025SIR0019735/ 2025SIR0019736,ICE Health Service Corps (IHSC)
691,2025SIR0019735/ 2025SIR0019736,Port Isabel Detention Center (PIDC)
692,2025SIR0019731/2025SIR0019732,ERO Harlingen
692,2025SIR0019731/2025SIR0019732,ICE Health Service Corps (IHSC)
692,2025SIR0019731/2025SIR0019732,Port Isabel Detention Center (PIDC)
693,2025SIR0019716,ERO San Antonio
693,2025SIR0019716,Karmes County Immigration Processing Center (KCIPC)
694,2026SIR0000080,ERO Harlingen
694,2026SIR0000080,ICE Health Service Corps (IHSC)
694,2026SIR0000080,Port Isabel Detention Center (PIDC)
695,2026SIR0000079,ERO Harlingen
695,2026SIR0000079,ICE Health Service Corps (IHSC)
695,2026SIR0000079,Port Isabel Detention Center (PIDC)
696,2026SIR0000117,ERO Harlingen
696,2026SIR0000117,ICE Health Service Corps (IHSC)
696,2026SIR0000117,Port Isabel Detention Center (PIDC)
697,2026SIR0000118,ERO Harlingen
697,2026SIR0000118,ICE Health Service Corps (IHSC)
697,2026SIR0000118,Port Isabel Detention Center (PIDC)
698,2026SIR0000174,ERO Harlingen
698,2026SIR0000174,ICE Health Service Corps (IHSC)
698,2026SIR0000174,Port Isabel Detention Center (PIDC)
699,2026SIR0000175,ERO Harlingen
699,2026SIR0000175,ICE Health Service Corps (IHSC)
699,2026SIR0000175,Port Isabel Detention Center (PIDC)
700,2026SIR0000149,ERO Los Angeles
700,2026SIR0000149,Adelanto ICE Processing Center (APC)
701,2026SIR0000223,ERO Philadelphia
701,2026SIR0000223,Moshannon Valley Processing Center (MVPC)
702,2026SIRO000226,ERO Phoenix
702,2026SIRO000226,Florence Detention Center (FDC)
703,2026SIR0000148,ERO San Antonio
703,2026SIR0000148,ICE Health Service Corps (IHSC)
703,2026SIR0000148,T. Don Hutto Detention Center (TDHDC)
704,2026SIR0000177,ERO San Francisco
704,2026SIR0000177,ICE Health Service Corps (IHSC)
704,2026SIR0000177,California City ICE Processing Center (CCIPC)
705,2026SIR0000155,ERO Washington D.C.
705,2026SIR0000155,ERO Richmond
705,2026SIR0000155,Farmville Detention Center (FDC)
706,2026SIR0000277,ERO Atlanta
706,2026SIR0000277,Stewart Detention Center (SDC)
707,2026SIR0000247/2026SIR0000248,ERO Harlingen
708,2026SIR0000284,ERO Harlingen
708,2026SIR0000284,ICE Health Service Corps (IHSC)
708,2026SIR0000284,Port Isabel Detention Center (PIDC)
709,2026SIR0000283,ERO Harlingen
709,2026SIR0000283,ICE Health Service Corps (IHSC)
709,2026SIR0000283,Port Isabel Detention Center (PIDC)
710,2026SIR0000198,ERO Miami
710,2026SIR0000198,ICE Health Service Corps (IHSC)
710,2026SIR0000198,Baker County Detention Center (BCDC)
711,2026SIR0000310,ERO New Orleans
711,2026SIR0000310,Winn Correctional Center (WCC)
712,2026SIR0000327,ERO Phoenix
712,2026SIR0000327,ICE Health Service Corps (IHSC)
712,2026SIR0000327,Central Arizona Florence Correctional Complex (CAFCC)
713,2026SIR0000260,ERO San Antonio
713,2026SIR0000260,ICE Health Service Corps (IHSC)
713,2026SIR0000260,T. Don Hutto Detention Center (TDHDC)
714,2026SIR0000342,ERO Harlingen
714,2026SIR0000342,ICE Health Service Corps (IHSC)
714,2026SIR0000342,Port Isabel Detention Center (PIDC)
715,2026SIR0000343,ERO Harlingen
715,2026SIR0000343,ICE Health Service Corps (IHSC)
715,2026SIR0000343,Port Isabel Detention Center (PIDC)
716,2026SIR0000347,ERO New Orleans
716,2026SIR0000347,Pine Prairie ICE Processing Center (PPC)
717,2026SIR0000345,ERO San Francisco
717,2026SIR0000345,ICE Health Service Corps (IHSC)
717,2026SIR0000345,California City ICE Processing Center (CCIPC)
718,2026SIR0000360,ERO Miami
718,2026SIR0000360,Glades County Detention Center (GCDC)
718,2026SIR0000360,Glades County Sheriff's Office (GCSO)
719,2026SIR0000400,ERO Atlanta
719,2026SIR0000400,Stewart Detention Center (SDC)
720,2026SIR0000393,ERO El Paso
720,2026SIR0000393,ERO Albuquerque
720,2026SIR0000393,ICE Health Service Corps (IHSC)
720,2026SIR0000393,Torrance County Detention Facility (TCDF)
721,2026SIR0000379,ERO Harlingen
721,2026SIR0000379,ICE Health Service Corps (IHSC)
721,2026SIR0000379,Port Isabel Detention Center (PIDC)
722,2026SIR0000380,ERO Harlingen
722,2026SIR0000380,ICE Health Service Corps (IHSC)
722,2026SIR0000380,Port Isabel Detention Center (PIDC)
723,2026SIR0000394,ERO Harlingen
723,2026SIR0000394,ICE Health Service Corps (IHSC)
723,2026SIR0000394,Port Isabel Detention Center (PIDC)
724,2026SIR0000395,ERO Harlingen
724,2026SIR0000395,ICE Health Service Corps (IHSC)
724,2026SIR0000395,Port Isabel Detention Center (PIDC)
725,2026SIR0000376,ERO Houston
725,2026SIR0000376,ICE Health Service Corps (IHSC)
725,2026SIR0000376,Montgomery Processing Center (MPC)
726,2026SIR0000412,ERO Phoenix
726,2026SIR0000412,ICE Health Service Corps (IHSC)
726,2026SIR0000412,Eloy Detention Center (EDC)
727,2026SIR0000482/2026SIR0000485,ERO Harlingen
727,2026SIR0000482/2026SIR0000485,ICE Health Service Corps (IHSC)
727,2026SIR0000482/2026SIR0000485,Port Isabel Detention Center (PIDC)
728,2026SIR0000523,ERO Dallas
728,2026SIR0000523,Cimarron Correctional Facility (CCF)
729,2026SIR0000531,ERO Philadelphia
729,2026SIR0000531,Moshannon Valley Processing Center (MVPC)
730,2026SIR0000595,ERO Harlingen
730,2026SIR0000595,ICE Health Service Corps (IHSC)
730,2026SIR0000595,Port Isabel Detention Center (PIDC)
731,2026SIR0000638/2026SIR0000639,ERO Harlingen
731,2026SIR0000638/2026SIR0000639,ICE Health Service Corps (IHSC)
731,2026SIR0000638/2026SIR0000639,Port Isabel Detention Center (PIDC)
732,2026SIR0000596,ERO Harlingen
732,2026SIR0000596,ICE Health Service Corps (IHSC)
732,2026SIR0000596,Port Isabel Detention Center (PIDC)
733,2026SIR0000640,ERO Harlingen
733,2026SIR0000640,El Valle Detention Facility (EVDF)
734,2026SIR0000646,ERO Harlingen
734,2026SIR0000646,El Valle Detention Facility (EVDF)
735,2026SIR0000625,ERO Philadelphia
735,2026SIR0000625,Moshannon Valley Processing Center (MVPC)
736,2026SIR0000735,ERO Phoenix
736,2026SIR0000735,Central Arizona Florence Correctional Complex (CAFCC)
737,2026SIR0000746,ERO Salt Lake
737,2026SIR0000746,Nevada Southern Detention Center (NSDC)
738,2026SIR0000784,ERO El Paso
738,2026SIR0000784,Otero County Processing Center (OCPC)
739,2026SIR0000771,ERO Harlingen
739,2026SIR0000771,ICE Health Service Corps (IHSC)
739,2026SIR0000771,Port Isabel Detention Center (PIDC)
740,2026SIR0000774,ERO Harlingen
740,2026SIR0000774,ICE Health Service Corps (IHSC)
740,2026SIR0000774,Port Isabel Detention Center (PIDC)
741,2026SIR0000806,ERO Harlingen
741,2026SIR0000806,ICE Health Service Corps (IHSC)
741,2026SIR0000806,Port Isabel Detention Center (PIDC)
742,2026SIR0000807,ERO Harlingen
742,2026SIR0000807,ICE Health Service Corps (IHSC)
742,2026SIR0000807,Port Isabel Detention Center (PIDC)
743,2026SIR0000811,ERO Dallas
743,2026SIR0000811,Cimarron Correctional Facility (CCF)
744,2026SIR0000829,ERO Harlingen
744,2026SIR0000829,ICE Health Service Corps (IHSC)
744,2026SIR0000829,Port Isabel Detention Center (PIDC)
745,2026SIR0000846,ERO Harlingen
745,2026SIR0000846,ICE Health Service Corps (IHSC)
745,2026SIR0000846,Port Isabel Detention Center (PIDC)
746,2026SIR0000892,ERO Harlingen
746,2026SIR0000892,ICE Health Service Corps (IHSC)
746,2026SIR0000892,Port Isabel Detention Center (PIDC)
747,2026SIR0000880,ERO Houston
747,2026SIR0000880,ICE Health Service Corps (IHSC)
747,2026SIR0000880,Montgomery Processing Center (MPC)
748,2026SIR0000910,ERO Dallas
748,2026SIR0000910,Prairieland Detention Center (PDC)
749,2026SIR0000943,ERO Harlingen
749,2026SIR0000943,ICE Health Service Corps (IHSC)
749,2026SIR0000943,Port Isabel Detention Center (PIDC)
750,2026SIR0000917,ERO Salt Lake
750,2026SIR0000917,Nevada Southern Detention Center (NSDC)
751,2026SIR0001098,ERO El Paso
751,2026SIR0001098,ICE Health Service Corps (IHSC)
751,2026SIR0001098,Torrance County Detention Facility (TCDF)
752,2026SIR0001058,ERO Harlingen
752,2026SIR0001058,ICE Health Service Corps (IHSC)
752,2026SIR0001058,Port Isabel Detention Center (PIDC)
753,2026SIR0001200,ERO Harlingen
753,2026SIR0001200,Port Isabel Detention Center (PIDC)
754,2026SIR0001202,ERO Philadelphia
754,2026SIR0001202,ERO York
754,2026SIR0001202,Moshannon Valley Processing Center (MVPC)
755,2026SIR0001182,ERO Salt Lake
755,2026SIR0001182,Nevada Southern Detention Center (NSDC)
756,2026SIR0001221,ERO Harlingen
756,2026SIR0001221,ICE Health Service Corps (IHSC)
756,2026SIR0001221,Port Isabel Detention Center (PIDC)
757,2026SIR0001254,ERO Miami
757,2026SIR0001254,Miami Federal Detention Center (FDC)
758,2026SIR0001249,ERO Miami
758,2026SIR0001249,Krome Service Processing Center (KSPC)
759,2026SIR0001232,ERO New Orleans
759,2026SIR0001232,Jackson Parish Correctional Center (JPCC)
760,2026SIR0001344,ERO Houston
760,2026SIR0001344,Joe Corley Processing Center (JCPC)
761,2026SIR0001331,ERO Philadelphia
761,2026SIR0001331,Moshannon Valley Processing Center (MVPC)
762,2026SIR0001458,ERO Chicago
762,2026SIR0001458,ICE Health Service Corps (IHSC)
762,2026SIR0001458,Grayson County Detention Center (GCDC)
763,2026SIR0001418,ERO Miami
763,2026SIR0001418,ICE Health Service Corps (IHSC)
763,2026SIR0001418,Baker County Detention Center (BCDC)
764,2026SIR0001406,ERO Denver
764,2026SIR0001406,Denver Contract Detention Facility (DCDF)
765,2026SIR0001593,ERO Dallas
765,2026SIR0001593,LaSalle Corrections Facility (LCCF)
766,2026SIR0001659,ERO El Paso
766,2026SIR0001659,Otero County Processing Center (OCPC)
767,2026SIR0001645,ERO Philadelphia
767,2026SIR0001645,Moshannon Valley Processing Center (MVPC)
768,2026SIR0001625,ERO Philadelphia
768,2026SIR0001625,ICE Health Service Corps (IHSC)
768,2026SIR0001625,Moshannon Valley Processing Center (MVPC)
769,2026SIR0001675,ERO San Francisco
769,2026SIR0001675,ICE Health Service Corps (IHSC)
769,2026SIR0001675,ICE Office of the Principal Legal Advisor (OPLA)
769,2026SIR0001675,California City ICE Processing Center (CCIPC)
770,2026SIR0001676,ERO Boston
770,2026SIR0001676,Plymouth County Correctional Facility (PCCF)
771,2026SIR0001683,ERO Chicago
771,2026SIR0001683,Miami Correctional Center (MCC)
772,2026SIR0001682,ERO Chicago
772,2026SIR0001682,Christian County Jail (CCJ)
773,2026SIR0001698,ERO Etowah
773,2026SIR0001698,ERO New Orleans
773,2026SIR0001698,Etowah County Jail (ECJ)
774,2026SIR0001660,ERO Philadelphia
774,2026SIR0001660,Moshannon Valley Processing Center (MVPC)
775,2026SIR0001699,ERO San Antonio
775,2026SIR0001699,T. Don Hutto Detention Center (TDHDC)
775,2026SIR0001699,ICE Health Service Corps (IHSC)
776,2026SIR0001700,ERO San Antonio
776,2026SIR0001700,ICE Health Service Corps (IHSC)
776,2026SIR0001700,T. Don Hutto Detention Center (TDHDC)
777,2026SIR0001741,ERO San Diego
777,2026SIR0001741,Otay Mesa Detention Center (OMDC)
778,2026SIR0001794,ERO Atlanta
778,2026SIR0001794,Folkston ICE Processing Center (FDRIPC)
779,2026SIR0001780,ERO San Antonio
779,2026SIR0001780,T. Don Hutto Detention Center (TDHDC)
780,2026SIR0001892,ERO El Paso
780,2026SIR0001892,El Paso Processing Center (EPC)
781,2026SIR0001902,ERO Los Angeles
781,2026SIR0001902,Adelanto ICE Processing Center (APC)
782,2026SIR0001854,ERO Miami
782,2026SIR0001854,Krome Service Processing Center (KSPC)
783,2025SIR0005673,ERO Dallas
783,2025SIR0005673,Bluebonnet Detention Center (BBDC)
784,2025SIR0005710,ERO Houston
784,2025SIR0005710,ICE Health Service Corps (IHSC)
784,2025SIR0005710,Montgomery Processing Center (MPC)
785,2025SIR0005728,ERO Miami
785,2025SIR0005728,ERO Washington D.C.
785,2025SIR0005728,ICE Health Service Corps (IHSC)
785,2025SIR0005728,Krome Service Processing Center (KSPC)
786,2025SIR0005778,ERO Miami
786,2025SIR0005778,Krome Service Processing Center (KSPC)
787,2025SIR0005616,ERO Philadelphia
787,2025SIR0005616,Moshannon Valley Processing Center (MVPC)
788,2025SIR0005672,ERO Philadelphia
788,2025SIR0005672,Moshannon Valley Processing Center (MVPC)
789,2025SIR0005831,ERO Washington D.C.
789,2025SIR0005831,Farmville Detention Center (FDC)
789,2025SIR0005831,ICE Health Service Corps (IHSC)
789,2025SIR0005831,Centra Southside Regional Hospital (CSRH)
789,2025SIR0005831,Virginia Commonwealth University Medical Center (VCUMC)
790,2025SIR0005833,ERO Washington D.C.
790,2025SIR0005833,Farmville Detention Center (FDC)
790,2025SIR0005833,ICE Health Service Corps (IHSC)
791,2025SIR0005810,ERO Miami
791,2025SIR0005810,ICE Health Service Corps (IHSC)
791,2025SIR0005810,Krome Service Processing Center (KSPC)
792,2025SIR0005805,ERO Miami
792,2025SIR0005805,ICE Health Service Corps (IHSC)
792,2025SIR0005805,Krome Service Processing Center (KSPC)
793,2025SIR0005851,ERO Atlanta
793,2025SIR0005851,Folkston ICE Processing Center (FDRIPC)
794,2025SIR0005867,ERO Houston
794,2025SIR0005867,ICE Health Service Corps (IHSC)
794,2025SIR0005867,Montgomery Processing Center (MPC)
795,2025SIR0005984,ERO Harlingen
795,2025SIR0005984,El Valle Detention Facility (EVDF)
796,2025SIR0005918,ERO Miami
796,2025SIR0005918,Krome Service Processing Center (KSPC)
797,2025SIR0005923,ERO Miami
797,2025SIR0005923,Krome Service Processing Center (KSPC)
798,2025SIR0006045,ERO Los Angeles
798,2025SIR0006045,ERO Adelanto
798,2025SIR0006045,Desert View Facility (DVF)
799,2025SIR0006035,ERO Miami
799,2025SIR0006035,ERO Batavia
799,2025SIR0006035,ICE Health Service Corps (IHSC)
799,2025SIR0006035,Krome Service Processing Center (KSPC)
800,2025SIR0006061,ERO New Orleans
800,2025SIR0006061,Winn Correctional Center (WCC)
801,2025SIR0006091,ERO Houston
801,2025SIR0006091,ICE Health Service Corps (IHSC)
801,2025SIR0006091,Montgomery Processing Center (MPC)
802,2025SIR0006142,ERO Miami
802,2025SIR0006142,Krome Service Processing Center (KSPC)
802,2025SIR0006142,ICE Health Service Corps (IHSC)
803,2025SIR0006119,ERO San Antonio
803,2025SIR0006119,ICE Health Service Corps (IHSC)
803,2025SIR0006119,T. Don Hutto Detention Center (TDHDC)
804,2025SIR0006231,ERO Boston
804,2025SIR0006231,Strafford County Department of Corrections (SCDOC)
805,2025SIR0006223,ERO Houston
805,2025SIR0006223,ICE Health Service Corps (IHSC)
805,2025SIR0006223,Montgomery Processing Center (MPC)
806,2025SIR0006236,ERO San Antonio
806,2025SIR0006236,ICE Health Service Corps (IHSC)
806,2025SIR0006236,South Texas ICE Processing Center (STIPC)
807,2025SIR0006258,ERO Atlanta
807,2025SIR0006258,Stewart Detention Center (SDC)
808,2025SIR0006257,ERO Atlanta
808,2025SIR0006257,Stewart Detention Center (SDC)
809,2025SIR0006308,ERO Atlanta
809,2025SIR0006308,Folkston ICE Processing Center (FDRIPC)
810,2025SIR0006303,ERO Dallas
810,2025SIR0006303,Bluebonnet Detention Center (BBDC)
811,2025SIR0006327,ERO Houston
811,2025SIR0006327,ICE Health Service Corps (IHSC)
811,2025SIR0006327,Montgomery Processing Center (MPC)
812,2025SIR0006290,ERO Philadelphia
812,2025SIR0006290,Moshannon Valley Processing Center (MVPC)
813,2025SIR0006358,ERO Houston
813,2025SIR0006358,Montgomery Processing Center (MPC)
814,2025SIR0006488,ERO Buffalo
814,2025SIR0006488,Buffalo Federal Detention Facility (BFDF)
814,2025SIR0006488,ICE Health Service Corps (IHSC)
815,2025SIR0006499,ERO Buffalo
815,2025SIR0006499,ERO Miami
815,2025SIR0006499,ERO Batavia
815,2025SIR0006499,ICE Health Service Corps (IHSC)
815,2025SIR0006499,Krome Service Processing Center (KSPC)
816,2025SIR0006478,ERO Philadelphia
816,2025SIR0006478,Moshannon Valley Processing Center (MVPC)
817,2025SIR0006566,ERO El Paso
817,2025SIR0006566,ICE Health Service Corps (IHSC)
817,2025SIR0006566,El Paso Processing Center (EPC)
818,2025SIR0006636,ERO Philadelphia
818,2025SIR0006636,Moshannon Valley Processing Center (MVPC)
819,2025SIR0006637,ERO Philadelphia
819,2025SIR0006637,Moshannon Valley Processing Center (MVPC)
820,2025SIR0006632,ERO Philadelphia
820,2025SIR0006632,Moshannon Valley Processing Center (MVPC)
821,2025SIR0006655,ERO Washington D.C.
821,2025SIR0006655,Farmville Detention Center (FDC)
822,2025SIR0006699,ERO Dallas
822,2025SIR0006699,Prairieland Detention Center (PDC)
823,2025SIR0006704,ERO Phoenix
823,2025SIR0006704,ICE Health Service Corps (IHSC)
823,2025SIR0006704,Eloy Detention Center (EDC)
824,2025SIR0006764,ERO Miami
824,2025SIR0006764,Krome Service Processing Center (KSPC)
825,2025SIR0006853,ERO Harlingen
825,2025SIR0006853,El Valle Detention Facility (EVDF)
826,2025SIR0006899,ERO Philadelphia
826,2025SIR0006899,Pike County Correctional Facility (PCCF)
827,2025SIR0006894,ERO Phoenix
827,2025SIR0006894,Eloy Detention Center (EDC)
828,2025SIR0006979,ERO San Antonio
828,2025SIR0006979,T. Don Hutto Detention Center (TDHDC)
828,2025SIR0006979,ICE Health Service Corps (IHSC)
829,2025SIR0007070,ERO Detroit
829,2025SIR0007070,Geauga County Jail (GCJ)
830,2025SIR0007058,ERO Miami
830,2025SIR0007058,Krome Service Processing Center (KSPC)
831,2025SIR0007075,ERO San Francisco
831,2025SIR0007075,ICE Health Service Corps (IHSC)
831,2025SIR0007075,Golden State Annex (GSA)
832,2025SIR0007141,ERO Harlingen
832,2025SIR0007141,El Valle Detention Facility (EVDF)
833,2025SIR0007120,ERO Houston
833,2025SIR0007120,Houston Contract Detention Facility (HCDF)
834,2025SIR0007258,ERO Dallas
834,2025SIR0007258,Prairieland Detention Center (PDC)
835,2025SIR0016859,ERO Philadelphia
835,2025SIR0016859,ICE Health Service Corps (IHSC)
835,2025SIR0016859,Moshannon Valley Processing Center (MVPC)
836,2025SIR0012179,ERO Miami
836,2025SIR0012179,ICE Health Service Corps (IHSC)
836,2025SIR0012179,Krome Service Processing Center (KSPC)
836,2025SIR0012179,Miami Dade Fire and Rescue (MDFR)
837,2025SIR0012185,ERO Miami
837,2025SIR0012185,ICE Health Service Corps (IHSC)
837,2025SIR0012185,Krome Service Processing Center (KSPC)
838,2025SIR0012181,ERO New Orleans
838,2025SIR0012181,Winn Correctional Center (WCC)
839,2025SIR0016976,ERO Los Angeles
